Nombre de imagen,PID,Nombre de sesi�n,N�m. de sesi�n,Uso de memoria,Estado,Nombre de usuario,Tiempo de CPU,T�tulo de ventana
opera.exe,15028,Console,4,177.084 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:18,N/D
opera.exe,10292,Console,4,171.444 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:07,N/D
opera.exe,8980,Console,4,155.296 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:09,N/D
opera.exe,18232,Console,4,134.732 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:03,N/D
svchost.exe,17480,Console,4,22.828 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
opera.exe,21400,Console,4,353.752 KB,Unknown,DESKTOP-5I5ARKU\josga,0:02:57,N/D
SystemSettings.exe,9028,Console,4,2.380 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,Configuraci�n
ApplicationFrameHost.exe,19520,Console,4,36.232 KB,Running,DESKTOP-5I5ARKU\josga,0:00:01,Calculadora
UserOOBEBroker.exe,19788,Console,4,10.280 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
Microsoft.Media.Player.exe,19512,Console,4,2.200 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,Reproductor multimedia
RuntimeBroker.exe,10224,Console,4,25.024 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,N/D
CalculatorApp.exe,1168,Console,4,2.216 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,Calculadora
RuntimeBroker.exe,17892,Console,4,7.184 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
dllhost.exe,22208,Console,4,12.980 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,OleMainThreadWndName
netbeans64.exe,9372,Console,4,1.325.540 KB,Running,DESKTOP-5I5ARKU\josga,0:10:18,ProcessManager - Apache NetBeans IDE 15
opera.exe,19040,Console,4,169.788 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:08,N/D
opera.exe,22704,Console,4,139.288 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:05,N/D
svchost.exe,6244,Console,4,13.624 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,N/D
ShellExperienceHost.exe,13404,Console,4,46.940 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,Nueva notificaci�n
RuntimeBroker.exe,22744,Console,4,16.808 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,OleMainThreadWndName
opera.exe,15616,Console,4,105.000 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
opera.exe,17980,Console,4,122.024 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:01,N/D
opera.exe,21384,Console,4,125.916 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:01,N/D
SearchApp.exe,8076,Console,4,177.864 KB,Running,DESKTOP-5I5ARKU\josga,0:00:02,Noticias e intereses
opera.exe,18496,Console,4,167.332 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:04,N/D
jucheck.exe,21120,Console,4,15.404 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,JavaUpdate SysTray Icon
opera.exe,26172,Console,4,26.996 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
svchost.exe,26292,Services,0,16.012 KB,Unknown,N/D,0:00:00,N/D
svchost.exe,20436,Services,0,6.888 KB,Unknown,N/D,0:00:00,N/D
WmiPrvSE.exe,10796,Services,0,13.276 KB,Unknown,N/D,0:01:06,N/D
notepad.exe,15172,Console,4,15.556 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,*Sin t�tulo: Bloc de notas
opera.exe,14916,Console,4,116.508 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
java.exe,748,Console,4,34.972 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
conhost.exe,13712,Console,4,11.524 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
tasklist.exe,5628,Console,4,11.088 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
conhost.exe,4088,Console,4,11.396 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
